id,origin,surface,category,name,kind,in_default_scope,status,availability,support,numpy_signature,numsharp_target,numsharp_signatures,numsharp_source_paths,numsharp_source_urls,numsharp_obsolete,notes,documentation_url
numpy.random.standard_cauchy,numpy,random,Random,standard_cauchy,function,True,available,exact,declared,(size=None),NumSharp.NumPyRandom.standard_cauchy,NumSharp.NDArray standard_cauchy() | NumSharp.NDArray standard_cauchy(NumSharp.Shape size),src/NumSharp.Core/RandomSampling/np.random.standard_cauchy.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.standard_cauchy.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.standard_cauchy.html
numpy.random.standard_exponential,numpy,random,Random,standard_exponential,function,True,available,exact,declared,(size=None),NumSharp.NumPyRandom.standard_exponential,NumSharp.NDArray standard_exponential() | NumSharp.NDArray standard_exponential(NumSharp.Shape size),src/NumSharp.Core/RandomSampling/np.random.standard_exponential.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.standard_exponential.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.standard_exponential.html
numpy.random.standard_gamma,numpy,random,Random,standard_gamma,function,True,available,exact,declared,"(shape, size=None)",NumSharp.NumPyRandom.standard_gamma,"NumSharp.NDArray standard_gamma(double shape) | NumSharp.NDArray standard_gamma(double shape, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.standard_gamma.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.standard_gamma.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.standard_gamma.html
numpy.random.standard_normal,numpy,random,Random,standard_normal,function,True,available,exact,declared,(size=None),NumSharp.NumPyRandom.standard_normal,NumSharp.NDArray standard_normal() | NumSharp.NDArray standard_normal(NumSharp.Shape size),src/NumSharp.Core/RandomSampling/np.random.randn.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.randn.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.standard_normal.html
numpy.random.standard_t,numpy,random,Random,standard_t,function,True,available,exact,declared,"(df, size=None)",NumSharp.NumPyRandom.standard_t,"NumSharp.NDArray standard_t(double df) | NumSharp.NDArray standard_t(double df, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.standard_t.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.standard_t.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.standard_t.html
numpy.random.triangular,numpy,random,Random,triangular,function,True,available,exact,declared,"(left, mode, right, size=None)",NumSharp.NumPyRandom.triangular,"NumSharp.NDArray triangular(double left, double mode, double right) | NumSharp.NDArray triangular(double left, double mode, double right, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.triangular.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.triangular.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.triangular.html
numpy.random.uniform,numpy,random,Random,uniform,function,True,available,exact,declared,"(low=0.0, high=1.0, size=None)",NumSharp.NumPyRandom.uniform,"NumSharp.NDArray uniform(NumSharp.NDArray low, NumSharp.NDArray high, System.Type dtype = null) | NumSharp.NDArray uniform(double low = 0, double high = 1) | NumSharp.NDArray uniform(double low, double high, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.uniform.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.uniform.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.uniform.html
numpy.random.vonmises,numpy,random,Random,vonmises,function,True,available,exact,declared,"(mu, kappa, size=None)",NumSharp.NumPyRandom.vonmises,"NumSharp.NDArray vonmises(double mu, double kappa) | NumSharp.NDArray vonmises(double mu, double kappa, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.vonmises.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.vonmises.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.vonmises.html
numpy.random.wald,numpy,random,Random,wald,function,True,available,exact,declared,"(mean, scale, size=None)",NumSharp.NumPyRandom.wald,"NumSharp.NDArray wald(double mean, double scale) | NumSharp.NDArray wald(double mean, double scale, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.wald.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.wald.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.wald.html
numpy.random.weibull,numpy,random,Random,weibull,function,True,available,exact,declared,"(a, size=None)",NumSharp.NumPyRandom.weibull,"NumSharp.NDArray weibull(double a) | NumSharp.NDArray weibull(double a, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.weibull.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.weibull.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.weibull.html
numpy.random.zipf,numpy,random,Random,zipf,function,True,available,exact,declared,"(a, size=None)",NumSharp.NumPyRandom.zipf,"NumSharp.NDArray zipf(double a) | NumSharp.NDArray zipf(double a, NumSharp.Shape size)",src/NumSharp.Core/RandomSampling/np.random.zipf.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/RandomSampling/np.random.zipf.cs,False,,https://numpy.org/doc/stable/reference/random/generated/numpy.random.zipf.html
numsharp.ndarray.amax,numsharp,ndarray,NumSharp-only APIs,amax,method,False,extension,extension,extension,,NumSharp.NDArray.amax,"NumSharp.NDArray amax(System.Type dtype = null) | NumSharp.NDArray amax(int axis, bool keepdims = false, System.Type dtype = null) | T amax()",src/NumSharp.Core/Statistics/NDArray.amax.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/NDArray.amax.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.amin,numsharp,ndarray,NumSharp-only APIs,amin,method,False,extension,extension,extension,,NumSharp.NDArray.amin,"NumSharp.NDArray amin(System.Type dtype = null) | NumSharp.NDArray amin(int axis, bool keepdims = false, System.Type dtype = null) | T amin()",src/NumSharp.Core/Statistics/NDArray.amin.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/NDArray.amin.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.array_equal,numsharp,ndarray,NumSharp-only APIs,array_equal,method,False,extension,extension,extension,,NumSharp.NDArray.array_equal,bool array_equal(NumSharp.NDArray rhs),src/NumSharp.Core/Operations/Elementwise/NDArray.Equals.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Operations/Elementwise/NDArray.Equals.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.AsGeneric,numsharp,ndarray,NumSharp-only APIs,AsGeneric,method,False,extension,extension,extension,,NumSharp.NDArray.AsGeneric,NumSharp.Generic.NDArray<T> AsGeneric(),src/NumSharp.Core/Creation/NdArray.MakeGeneric.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.MakeGeneric.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.AsOrMakeGeneric,numsharp,ndarray,NumSharp-only APIs,AsOrMakeGeneric,method,False,extension,extension,extension,,NumSharp.NDArray.AsOrMakeGeneric,NumSharp.Generic.NDArray<T> AsOrMakeGeneric(),src/NumSharp.Core/Creation/NdArray.MakeGeneric.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.MakeGeneric.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.Clone,numsharp,ndarray,NumSharp-only APIs,Clone,method,False,extension,extension,extension,,NumSharp.NDArray.Clone,NumSharp.NDArray Clone(),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.CloneData,numsharp,ndarray,NumSharp-only APIs,CloneData,method,False,extension,extension,extension,,NumSharp.NDArray.CloneData,NumSharp.Backends.Unmanaged.ArraySlice<T> CloneData() | NumSharp.Backends.Unmanaged.IArraySlice CloneData(),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.Contains,numsharp,ndarray,NumSharp-only APIs,Contains,method,False,extension,extension,extension,,NumSharp.NDArray.Contains,bool Contains(object value),src/NumSharp.Core/Backends/NDArray.Container.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.Container.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.convolve,numsharp,ndarray,NumSharp-only APIs,convolve,method,False,extension,extension,extension,,NumSharp.NDArray.convolve,"NumSharp.NDArray convolve(NumSharp.NDArray v, string mode = ""full"")",src/NumSharp.Core/Math/NdArray.Convolve.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/NdArray.Convolve.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.CopyTo,numsharp,ndarray,NumSharp-only APIs,CopyTo,method,False,extension,extension,extension,,NumSharp.NDArray.CopyTo,void CopyTo(NumSharp.Backends.Unmanaged.IMemoryBlock slice) | void CopyTo(NumSharp.Backends.Unmanaged.IMemoryBlock<T> block) | void CopyTo(System.IntPtr ptr) | void CopyTo(System.Void* address) | void CopyTo(T* address) | void CopyTo(T[] array),src/NumSharp.Core/Backends/NDArray.CopyTo.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.CopyTo.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.delete,numsharp,ndarray,NumSharp-only APIs,delete,method,False,extension,extension,extension,,NumSharp.NDArray.delete,NumSharp.NDArray delete(System.Collections.IEnumerable indices),src/NumSharp.Core/Manipulation/NdArray.delete.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NdArray.delete.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.Dispose,numsharp,ndarray,NumSharp-only APIs,Dispose,method,False,extension,extension,extension,,NumSharp.NDArray.Dispose,void Dispose(),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.dstack,numsharp,ndarray,NumSharp-only APIs,dstack,method,False,extension,extension,extension,,NumSharp.NDArray.dstack,NumSharp.NDArray dstack(params NumSharp.NDArray[] tup),src/NumSharp.Core/Creation/NdArray.DStack.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.DStack.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.Equals,numsharp,ndarray,NumSharp-only APIs,Equals,method,False,extension,extension,extension,,NumSharp.NDArray.Equals,bool Equals(object obj),src/NumSharp.Core/Operations/Elementwise/NDArray.Equals.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Operations/Elementwise/NDArray.Equals.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetAtIndex,numsharp,ndarray,NumSharp-only APIs,GetAtIndex,method,False,extension,extension,extension,,NumSharp.NDArray.GetAtIndex,T GetAtIndex(long index) | object GetAtIndex(long index),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetBoolean,numsharp,ndarray,NumSharp-only APIs,GetBoolean,method,False,extension,extension,extension,,NumSharp.NDArray.GetBoolean,bool GetBoolean(int[] indices) | bool GetBoolean(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetByte,numsharp,ndarray,NumSharp-only APIs,GetByte,method,False,extension,extension,extension,,NumSharp.NDArray.GetByte,byte GetByte(int[] indices) | byte GetByte(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetChar,numsharp,ndarray,NumSharp-only APIs,GetChar,method,False,extension,extension,extension,,NumSharp.NDArray.GetChar,char GetChar(int[] indices) | char GetChar(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetComplex,numsharp,ndarray,NumSharp-only APIs,GetComplex,method,False,extension,extension,extension,,NumSharp.NDArray.GetComplex,System.Numerics.Complex GetComplex(int[] indices) | System.Numerics.Complex GetComplex(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetData,numsharp,ndarray,NumSharp-only APIs,GetData,method,False,extension,extension,extension,,NumSharp.NDArray.GetData,NumSharp.Backends.Unmanaged.ArraySlice<T> GetData() | NumSharp.Backends.Unmanaged.IArraySlice GetData() | NumSharp.NDArray GetData(int[] indices) | NumSharp.NDArray GetData(long[] indices),src/NumSharp.Core/Backends/NDArray.Container.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.Container.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetDecimal,numsharp,ndarray,NumSharp-only APIs,GetDecimal,method,False,extension,extension,extension,,NumSharp.NDArray.GetDecimal,decimal GetDecimal(int[] indices) | decimal GetDecimal(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetDouble,numsharp,ndarray,NumSharp-only APIs,GetDouble,method,False,extension,extension,extension,,NumSharp.NDArray.GetDouble,double GetDouble(int[] indices) | double GetDouble(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetEnumerator,numsharp,ndarray,NumSharp-only APIs,GetEnumerator,method,False,extension,extension,extension,,NumSharp.NDArray.GetEnumerator,System.Collections.IEnumerator GetEnumerator(),src/NumSharp.Core/Backends/NDArray.Container.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.Container.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetHalf,numsharp,ndarray,NumSharp-only APIs,GetHalf,method,False,extension,extension,extension,,NumSharp.NDArray.GetHalf,System.Half GetHalf(int[] indices) | System.Half GetHalf(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetHashCode,numsharp,ndarray,NumSharp-only APIs,GetHashCode,method,False,extension,extension,extension,,NumSharp.NDArray.GetHashCode,int GetHashCode(),src/NumSharp.Core/Backends/NDArray.Container.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.Container.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetIndices,numsharp,ndarray,NumSharp-only APIs,GetIndices,method,False,extension,extension,extension,,NumSharp.NDArray.GetIndices,"NumSharp.NDArray GetIndices(NumSharp.NDArray out, NumSharp.NDArray[] indices)",src/NumSharp.Core/Selection/NDArray.Indexing.Selection.Getter.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Selection/NDArray.Indexing.Selection.Getter.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetInt16,numsharp,ndarray,NumSharp-only APIs,GetInt16,method,False,extension,extension,extension,,NumSharp.NDArray.GetInt16,short GetInt16(int[] indices) | short GetInt16(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetInt32,numsharp,ndarray,NumSharp-only APIs,GetInt32,method,False,extension,extension,extension,,NumSharp.NDArray.GetInt32,int GetInt32(int[] indices) | int GetInt32(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetInt64,numsharp,ndarray,NumSharp-only APIs,GetInt64,method,False,extension,extension,extension,,NumSharp.NDArray.GetInt64,long GetInt64(int[] indices) | long GetInt64(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetNDArrays,numsharp,ndarray,NumSharp-only APIs,GetNDArrays,method,False,extension,extension,extension,,NumSharp.NDArray.GetNDArrays,NumSharp.NDArray[] GetNDArrays(int axis = 0),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetSByte,numsharp,ndarray,NumSharp-only APIs,GetSByte,method,False,extension,extension,extension,,NumSharp.NDArray.GetSByte,sbyte GetSByte(int[] indices) | sbyte GetSByte(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetSingle,numsharp,ndarray,NumSharp-only APIs,GetSingle,method,False,extension,extension,extension,,NumSharp.NDArray.GetSingle,float GetSingle(int[] indices) | float GetSingle(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetString,numsharp,ndarray,NumSharp-only APIs,GetString,method,False,extension,extension,extension,,NumSharp.NDArray.GetString,string GetString(params long[] indices),src/NumSharp.Core/Backends/NDArray.String.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.String.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetStringAt,numsharp,ndarray,NumSharp-only APIs,GetStringAt,method,False,extension,extension,extension,,NumSharp.NDArray.GetStringAt,string GetStringAt(long offset),src/NumSharp.Core/Backends/NDArray.String.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.String.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetUInt16,numsharp,ndarray,NumSharp-only APIs,GetUInt16,method,False,extension,extension,extension,,NumSharp.NDArray.GetUInt16,ushort GetUInt16(int[] indices) | ushort GetUInt16(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetUInt32,numsharp,ndarray,NumSharp-only APIs,GetUInt32,method,False,extension,extension,extension,,NumSharp.NDArray.GetUInt32,uint GetUInt32(int[] indices) | uint GetUInt32(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetUInt64,numsharp,ndarray,NumSharp-only APIs,GetUInt64,method,False,extension,extension,extension,,NumSharp.NDArray.GetUInt64,ulong GetUInt64(int[] indices) | ulong GetUInt64(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.GetValue,numsharp,ndarray,NumSharp-only APIs,GetValue,method,False,extension,extension,extension,,NumSharp.NDArray.GetValue,T GetValue(int[] indices) | T GetValue(params long[] indices) | object GetValue(int[] indices) | object GetValue(params long[] indices),src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.hstack,numsharp,ndarray,NumSharp-only APIs,hstack,method,False,extension,extension,extension,,NumSharp.NDArray.hstack,NumSharp.NDArray hstack(params NumSharp.NDArray[] tup),src/NumSharp.Core/Creation/NdArray.HStack.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.HStack.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.IsDisposed,numsharp,ndarray,NumSharp-only APIs,IsDisposed,property,False,extension,extension,extension,,NumSharp.NDArray.IsDisposed,bool IsDisposed { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.Item,numsharp,ndarray,NumSharp-only APIs,Item,property,False,extension,extension,extension,,NumSharp.NDArray.Item,"NumSharp.NDArray Item[NumSharp.Generic.NDArray<bool> mask] { get; set; } | NumSharp.NDArray Item[System.Int64* dims, int ndims] { get; set; } | NumSharp.NDArray Item[params NumSharp.Generic.NDArray<int>[] selection] { get; set; } | NumSharp.NDArray Item[params NumSharp.Slice[] slice] { get; set; } | NumSharp.NDArray Item[params object[] indicesObjects] { get; set; } | NumSharp.NDArray Item[string slice] { get; set; }",src/NumSharp.Core/Backends/NDArray.Container.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.Container.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.itemset,numsharp,ndarray,NumSharp-only APIs,itemset,method,False,extension,extension,extension,,NumSharp.NDArray.itemset,"void itemset(NumSharp.Shape shape, object val) | void itemset(int[] shape, T val) | void itemset(int[] shape, object val) | void itemset(ref NumSharp.Shape shape, object val)",src/NumSharp.Core/Manipulation/NDArray.itemset.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NDArray.itemset.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.MakeGeneric,numsharp,ndarray,NumSharp-only APIs,MakeGeneric,method,False,extension,extension,extension,,NumSharp.NDArray.MakeGeneric,NumSharp.Generic.NDArray<T> MakeGeneric(),src/NumSharp.Core/Creation/NdArray.MakeGeneric.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.MakeGeneric.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.mgrid,numsharp,ndarray,NumSharp-only APIs,mgrid,method,False,extension,extension,extension,,NumSharp.NDArray.mgrid,"System.ValueTuple<NumSharp.NDArray, NumSharp.NDArray> mgrid(NumSharp.NDArray rhs)",src/NumSharp.Core/Creation/NdArray.Mgrid.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.Mgrid.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.negate,numsharp,ndarray,NumSharp-only APIs,negate,method,False,extension,extension,extension,,NumSharp.NDArray.negate,NumSharp.NDArray negate(),src/NumSharp.Core/Math/NDArray.negate.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/NDArray.negate.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.negative,numsharp,ndarray,NumSharp-only APIs,negative,method,False,extension,extension,extension,,NumSharp.NDArray.negative,NumSharp.NDArray negative(),src/NumSharp.Core/Math/NDArray.negative.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/NDArray.negative.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.Normalize,numsharp,ndarray,NumSharp-only APIs,Normalize,method,False,extension,extension,extension,,NumSharp.NDArray.Normalize,void Normalize(),src/NumSharp.Core/Extensions/NdArray.Normalize.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Extensions/NdArray.Normalize.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.order,numsharp,ndarray,NumSharp-only APIs,order,property,False,extension,extension,extension,,NumSharp.NDArray.order,char order { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.positive,numsharp,ndarray,NumSharp-only APIs,positive,method,False,extension,extension,extension,,NumSharp.NDArray.positive,NumSharp.NDArray positive(),src/NumSharp.Core/Math/NDArray.positive.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Math/NDArray.positive.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.ReplaceData,numsharp,ndarray,NumSharp-only APIs,ReplaceData,method,False,extension,extension,extension,,NumSharp.NDArray.ReplaceData,"void ReplaceData(NumSharp.Backends.Unmanaged.IArraySlice values) | void ReplaceData(NumSharp.Backends.Unmanaged.IArraySlice values, System.Type dtype) | void ReplaceData(NumSharp.NDArray nd) | void ReplaceData(System.Array values) | void ReplaceData(System.Array values, NumSharp.NPTypeCode typeCode) | void ReplaceData(System.Array values, System.Type dtype)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.reshape_unsafe,numsharp,ndarray,NumSharp-only APIs,reshape_unsafe,method,False,extension,extension,extension,,NumSharp.NDArray.reshape_unsafe,NumSharp.NDArray reshape_unsafe(NumSharp.Shape newshape) | NumSharp.NDArray reshape_unsafe(int[] shape) | NumSharp.NDArray reshape_unsafe(params long[] shape) | NumSharp.NDArray reshape_unsafe(ref NumSharp.Shape newshape),src/NumSharp.Core/Creation/NdArray.ReShape.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.ReShape.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
